title,content
C – Payments,"2704 Vacation pay shall be based on the Nurse's regular straight-time rate 
plus shift differential."
92 Vacation Eligibility,"2705 Vacations for Regular Nurses working a minimum of twenty (20) but less than 
forty (40) hours per week shall be paid proportionate to the average 
number of hours regularly worked, but not less than regularly scheduled 
per week during the vacation accrual year. However, they are entitled to 
time off in full week increments pursuant to paragraph 2708, unless 
otherwise requested. 
2706 Each Short Hour Nurse shall receive scheduled vacation time off without 
pay based upon their years of service, in direct proportion to the entitlement 
of Regular Nurses. 
2707 In the event a Nurse is called back to work from vacation, such Nurse shall 
be paid at time and one-half for any vacation days worked and a 
replacement vacation day with pay will be scheduled at a future date. 
In instances where there is a combination of vacation and work on a 
pre-scheduled basis, vacation hours paid shall count as hours worked in 
determining eligibility for weekly overtime."
D – Scheduling of Vacation,"Vacation Scheduling 
2708 Unit/departmental vacation schedules shall be developed with sufficient full 
week vacation opportunity to cover all vacation liability, including the 
CNA Vacation Option described in"
B above to be utilized by,"employees as time off within the vacation year. 
2709 Pre-scheduled vacation requests shall not be automatically denied based 
upon rules associated with limits as to the number of employees taking 
vacation in any one week. Before denying a request, the Employer shall 
make all reasonable attempts to accommodate conflicts considering the 
utilization of its availability policy, pre-scheduling of per-diem and short 
hour employees, shift trades in support of vacation scheduling and the 
employment of registry/travelers. 
2710 Staffing shall meet with employees on an individual and/or unit/departmental 
basis before schedules are finalized in order to explore all reasonable 
options for resolving such conflicts. 
2711 Similar consideration shall be given to non-prescheduled vacation 
requests, provided that such requests are submitted at least thirty (30) 
calendar days prior to the time to be taken. Regarding non-prescheduled 
requests made less than thirty (30) days in advance, good faith efforts shall 
be made to accommodate such requests, but in no event will the Employer"
93 incur any incremental costs in making such accommodations. With regard,"to non-prescheduled vacation requests, operational needs of the unit shall 
be considered in making such determinations. 
Selection Procedure 
2712 By January 1 the Employer will post, for each department, a seniority list 
and a vacation calendar for the period beginning April 1 of that year, 
through March 31 of the next year. Nurses will enter their vacation 
preference by January 31st of each year on the posted calendar. The 
facility shall post a schedule of vacations by March 15th of each year. 
Schedule Preference 
2713 If staffing and patient care requirements do not permit all Nurses 
requesting a certain vacation preference to take their vacations over the 
same time period, length of service in the bargaining unit shall be the 
determining factor within each unit. 
Vacation Segments 
2714 Nurses may split their vacation into increments of not less than one (1) day, 
subject to the requirements of efficient operations. 
No Seasonal Ban 
2715 A request for vacation shall not unreasonably be denied because of the 
season of the year. 
Deferred Vacation 
2716 It is the intention of the Parties to this Agreement that the vacation time to 
which a Nurse is entitled shall be taken each year. A Nurse may, because 
of a disability which may necessitate a postponement of the vacation or 
because of an approved leave of absence, or through mutual written 
agreement with the facility, defer earned vacation beyond the year during 
which the vacation would otherwise be taken. Earned vacation shall not 
be lost by reason of the provisions of this paragraph. Regular Nurses 
with five (5) or more years of continuous service may carry over one (1) 
week of unused vacation to their next anniversary year provided that they 
notify their supervisor in writing of their intention at least thirty (30) days 
prior to the completion of the anniversary year in which the one (1) weeks’ 
vacation would normally be taken."
E – Prorated Vacation Pay at Termination,"2717 Any Nurse who is eligible for vacations under the terms of this Agreement 
and whose service has been terminated after 6 months of service shall be 
entitled to terminal vacation with pay prorated on the basis of actual months 
of service."
F – Part-time Nurses Credit,"2718 Regular part-time Nurses' vacation pay shall be the base rate including 
shift differential at the time the vacation is taken, times the average number 
of straight- time hours worked per week during the vacation accrual year. 
If such pay for a Regular part-time Nurse exceeds the Nurses' regular 
schedule, the excess shall be attributed to weeks of earned vacation and 
shall be paid on days not normally scheduled."
G – Vacation Buy Back,"2719 Nurses eligible for at least four (4) weeks’ vacation per year may during 
each anniversary year choose to receive pay in lieu of one (1) or two 
(2) weeks of vacation, provided the Employer has an operational need to 
assign such Nurse. Acceptance of such in lieu pay shall be at the 
discretion of the Nurse, but such acceptance shall require the Nurse to 
work for the in lieu period, rather than taking the time off in either paid or 
unpaid status.  Sick leave shall not be applicable for the in lieu work period. 
2800 ARTICLE XXVIII – HOLIDAYS"
A – Recognized Holidays,"Regular Holidays 
2801 The following holidays shall be recognized for Regular Nurses: New Year’s 
Day, Martin Luther King Jr.’s Birthday, Presidents’ Day, Memorial Day, 
Independence Day, Labor Day, Thanksgiving Day and Christmas Day as 
designated by Federal and State Legislation. 
Sunday Holidays – Observation 
2802 Holidays falling on Sunday (Christmas, New Year's and July 4) shall be 
observed on that Sunday. Holiday premium rates for time worked on the 
holiday shall only be paid for hours worked on the Sunday shift to a 
maximum of eight (8) hours. Holiday premium rates will not apply to any 
hours worked on the Monday following the Sunday holiday shift. Regular 
employees whose normally scheduled day off falls on the Sunday holiday 
or who work the Sunday holiday and are entitled to another day off, shall 
take their holiday off on the Monday following the Sunday holiday as"
95 required by the Employer (it is understood that medical center and other,"operations will be significantly reduced on the Monday following the 
Sunday holiday). 
Near Holiday Closures 
2803 In the event that a medical office or other department closes on a day other 
than those listed in paragraph 2801 (e.g., if December 25 falls on a Saturday 
or Sunday, and the medical office or department is closed on Friday or 
Monday), affected Nurses may either use earned holiday or vacation pay (if 
eligible), take the time off without pay, or, at the Nurse's request will be 
assigned alternative work for the day in the same or another department. 
Float and Birthday Holidays 
Floating Holiday 
2804 Each Nurse with 90 days of employment shall become eligible for one (1) 
floating holiday per calendar year. Each anniversary year the Employer and 
the employee shall agree on the day which shall be taken by the employee 
as a floating holiday. If the Employer and the employee do not reach such 
agreement, if the Nurse does not use the floating holiday, the day is to be 
added to the employee’s next vacation.   
Personal Birthday 
2805 Regular Nurses with ninety (90) days of continuous service as a Regular 
Nurse will be entitled to their personal birthday as a recognized holiday. 
Such holiday shall be paid on a straight-time basis. If a Nurse's personal 
birthday falls on any of the other recognized holidays, the next regularly 
scheduled workday following such recognized holiday shall be considered 
as the Nurse's birthday. It is the responsibility of the Nurse to inform the 
supervisor annually one (1) month in advance of the date of the Nurse's 
birthday. The Nurse may substitute a day other than the birthday by mutual 
agreement with the Employer. 
Confirmation 
2806 Upon written request by the Nurse for time off for the Float or Birthday 
holiday, the facility will give written confirmation of approval or disapproval 
within two (2) weeks of the date of application subject to revision because 
of unforeseeable operational requirements. 
Major Holidays Off 
2807 Each Nurse qualifying for paid holidays shall be scheduled off work on at least 
one (1) of the following holidays each year:  Christmas Day, New Year's Day."
96 Per Diem Availability,"2808 Per-Diem employees are expected to be available for one (1) of the 
following: Christmas Day, New Year’s Day, or for p.m. shifts, Christmas 
Eve or New Year’s Eve, plus one additional contractually designated legal 
holiday."
B – Definition of a Holiday Shift,"2809 A holiday shift is defined as a shift in which the major portion of the shift is 
worked on the holiday."
C – Holiday Eligibility,"2810 To be eligible for holiday pay, including personal birthday, a Nurse shall 
have successfully completed the probationary period. However, a Regular 
probationary employee shall be paid at the overtime rate of one and 
one-half (1 1/2) times regular pay for holidays worked."
D – Holiday Pay Practices,"Full-time Regular Nurses 
2811 A full-time Regular Nurse who works on a recognized holiday shall, in 
addition to holiday pay, receive one and one-half (1 1/2) times the regular 
hourly pay for all hours worked. 
2812 If a holiday falls on a full-time Regular Nurse's normal day off, the Nurse 
will be granted a work day off with pay within thirty (30) days of the holiday 
or an additional day's pay. 
2813 A full-time Regular Nurse who works on a paid holiday may have the 
option to waive the holiday pay to which the Nurse is entitled (not the time 
and one-half (1 1/2) for hours worked on the holiday), and instead of 
holiday pay take compensatory time off without loss of salary at a later 
date. The date upon which the Nurse takes the compensatory time off 
shall be set only by mutual agreement between the Nurse and the facility 
involved. If such mutual agreement on a date cannot be reached, the 
Nurse shall take such compensatory time off without loss of salary as an 
addition to the Nurse's next vacation or as payment upon termination, 
whichever comes first. 
2814 Holidays paid for but not worked shall count as time worked for the 
purpose of computing weekly overtime if the holiday falls on the Nurse's 
normally scheduled work day."
97 Part-time Regular Nurses,"2815 Part-time Regular Nurses working a minimum of twenty (20) but less than 
forty (40) hours per week shall be paid for holidays as follows: 
If the holiday falls on a normally scheduled work day and the 
employee is scheduled off because of the holiday, the pay for such 
holiday not worked shall be for the number of hours at the straight-
time rate as the employee would have received had (s)he worked. 
For Nurses assigned to Alternative Shifts outlined in Article VII,"
"E, paragraph 720 and 721, holiday hours not worked shall","be paid 8 hours holiday pay for holiday not worked.   
If the holiday falls on a day normally scheduled off, the employee 
shall receive additional pay equal to one-fifth (1/5) her/his regular 
weekly scheduled hours of work.  
If a holiday other than Thanksgiving, Christmas or New Year's Day 
falls on a day normally scheduled to work and the employee works 
such holiday, the employee shall receive two and one-half (2½) 
times their pay for all hours worked. For holidays where the Nurse 
receives two and one-half times (2½) their regular pay, 1½ times 
for hours worked and 1 times holiday pay, for all hours 
worked.  For example, if the Nurse works more than eight hours 
on the holiday, s/he will be paid two and one-half times for all hours 
worked. 
If Thanksgiving, Christmas or New Year's Day falls on a day 
normally scheduled to work and the employee works such holiday, 
the employee shall have the option to receive two and one-half (2½) 
times pay for all hours worked or one and one-half (1½) times pay 
plus an additional day off. Such day(s) off shall be scheduled in 
the same manner as Regular full-time Registered Nurses as 
provided in paragraph 2813. 
Differential Included 
2816 Pay as referred to in this Article means straight-time rate plus shift differential 
being received by the Nurse concerned."
E – Holiday During Vacation,"2817 If a holiday falls during the vacation of any Regular Nurse otherwise 
entitled to holiday benefits, the Nurse shall be granted a work day off with 
pay within thirty (30) days of the holiday."
F – Rotation of Holiday Time,"2818 The Employer shall use its best efforts to rotate equitably holiday time off 
among Regular Nurses for each unit. This provision shall not affect"
,"A – Recognized Holidays, paragraph 2807, guaranteeing each Regular 
Nurse at least one of the following holidays off: Christmas Day and New 
Year's Day."
G – Standby Pay on Holidays,"2819 See Article XXIII,"
"E – Standby and Call-Back Pay, paragraph 2351.","2900 ARTICLE XXIX – EDUCATION LEAVE 
Criteria 
2901 After completion of one (1) full year of service as a Regular Nurse, a 
Nurse will begin to earn paid educational leave at the rate of one (1) week 
per year accumulative to a maximum of four (4) weeks. The following 
shall serve as guidelines for the programs covered by paid educational 
leave: 
Formally organized courses in nursing; 
Formally organized courses in related subjects leading to a 
degree in nursing; 
Formally organized seminars and symposia dealing with the 
contemporary practices of nursing; 
Formally organized specialized courses relating to nursing practice; 
Formally organized clinical nursing seminars and institutes such 
as Maternity and Child Health and Medical/Surgical; 
Formally organized programs for health professionals open to 
Registered Nurses and which deal with issues involving patient care; 
Formally organized specialized programs not directly involving 
nursing but primarily related to patient's health and welfare (e.g. 
child development, counseling, home care, community health); 
Credited portions of courses and programs that have continuing 
education approval from the Board of Registered Nursing, provided 
the above guidelines are met."
99 Computer courses taken on campus provided the above guidelines,"are met. Such courses may not be repeated unless the individual 
has “failed” the course. 
2902 The various areas covered above shall include those sponsored by a 
hospital, educational institutions, government agencies or professional 
associations. 
2903 Requests for such leave shall be made in writing setting forth the details, i.e. 
dates, hours, subject, faculty and purpose for taking the course, seminar, 
etc. The Nurse may be requested by management to make a report on 
such activity in writing to the Director of Nursing. 
2904 Permission for such educational leave will not be unreasonably denied. The 
Employer and the Union mutually agree that pre-approval by management 
for education leave is not required on non-scheduled work time for BRN 
approved courses which offer continuing education units (CEUs) or 
continuing medical education (CMEs). Employees on any leave of absence 
will require management pre-approval of any education leave. 
2905 Educational leave shall be scheduled separately from vacations and shall 
not be used as a basis for denial of vacation requests for the same 
time off. When educational leave requests are made with less than 30 
days’ notice, operational needs of the unit shall be considered prior to the 
approval of such requests. 
2906 RNs/NPs shall not be denied paid education leave solely on course 
content, provided that nursing continuing education units (CEUs or CMEs) 
are being offered for the requested class. 
2907 In the event that more than one Nurse within a given Department 
requests the same Educational Leave day(s) off, and it is not feasible to 
grant all such requests, then the requests shall be honored in rotation on 
the basis of the bargaining unit seniority of Nurses within the Department, 
provided that the rotation shall commence anew each calendar year. 
2908 It is understood that an individual Nurse shall have a choice in the selection 
of the types of educational programs in which the Nurse shall participate. 
Method of Payment 
2909 A Nurse shall be paid for educational leave if the educational program 
occurs on a day that the Nurse is not scheduled to work, provided the 
educational program meets the other criteria established this"
.,"Such leave shall not count as time worked for the purpose of determining 
eligibility for overtime."
100 2910 If the educational program occurs on a day the Nurse is scheduled to,"work, the following principles shall govern: 
2911 If the educational program has a duration of four (4) or more hours within or 
without a shift in whole or in part, the Nurse will be excused from her/his 
shift and receive eight (8) hours educational leave pay for such day, or 
up to a maximum of the Nurse's regular schedule if less than eight (8) 
hours. 
2912 If the educational program has a duration of less than four (4) hours and falls 
within the Nurse's shift in whole or in part, the Nurse will be paid for hours 
spent at the educational program and will work the balance of her/his shift 
or at the option of the Employer, the Nurse can be excused from her/his 
entire shift and be paid eight (8) hours educational leave pay or up to a 
maximum of the Nurse's regular schedule if less than eight (8) hours. The 
facility shall notify the Nurse of the option it elects at the time it approves the 
leave request. In no case shall the combination of paid work time and paid 
educational leave exceed eight (8) hours per day, or the Nurse's regular 
schedule if less than eight (8) hours. 
2913 If the educational program has a duration of less than four (4) hours 
and falls entirely outside the Nurse's shift, the Nurse shall not receive 
educational leave pay. In view of the fact that Nurses assigned to the night 
shift of operations seldom, if ever, have educational programs available 
during their normal hours of work, an exception to this subsection will be as 
follows: 
A night shift Nurse who attends educational programs which would 
otherwise qualify under the educational leave and pay provisions 
but fall entirely outside of the Nurse's night shift, may accumulate 
such educational leave time until (s)he has accumulated the 
equivalent of a full shift. At that time equivalent paid time off at the 
mutual convenience of the facility and the Nurse will be arranged. 
If the approved educational program is four (4) hours or more in 
duration, the Employer will excuse the Nurse from the night shift 
either immediately preceding or immediately following the program. 
The night shift from which the Nurse shall be excused shall be 
determined by the Employer, and the deduction from accrued 
educational leave shall be equal to the Nurse's normally scheduled 
shift. 
Confirmation 
2914 If written application for a paid or unpaid educational leave is received at 
least six (6) weeks prior to the effective date of the leave, the Employer 
will give written confirmation of approval or disapproval no later than four"
101 (4) weeks prior to the commencement of the leave. If written application,"is received less than six (6) weeks prior to the commencement of the leave, 
the Employer will give such written confirmation within two (2) weeks of 
receipt of the application. 
Home Study 
2915 A Nurse who is entitled to educational leave may elect to utilize such leave 
on a day(s) the Nurse is not normally scheduled to work for the purpose of 
home study. See paragraph 2904. 
All home study must be approved prior to starting the course. The 
course announcement must accompany the request for approval. 
Nurses will receive payment for CEU hours upon presentation of 
proof of successful completion of courses. 
For calculation of time, one (1) CEU will be equal to one (1) 
hour of educational leave. 
Home study will not be used to calculate overtime hours. 
2916 Education Funding 
Effective January 1, 2015, Nurses working 20 or more hours per week 
may be reimbursed up to $2,300 per calendar year for tuition and 
continuing education credits. Of the overall total reimbursement, Nurses 
may submit up to five hundred dollars ($500) for education-related travel 
and lodging expenses.  Effective January 1, 2019, Nurses working 20 
or more hours per week may be reimbursed up to $2,500 per calendar 
year for tuition and continuing education credits.  Of the overall total 
reimbursement, Nurses may submit up to five hundred dollars ($500) 
for education-related travel and lodging expenses.   
3000 ARTICLE XXX – BEREAVEMENT LEAVE 
3001 When a death occurs in the immediate family of a Nurse, the Nurse shall be 
entitled to three (3) days leave of absence with pay for deaths in the 
area and two (2) additional days with pay for travel of 300 miles or more 
(each way) for a funeral or memorial service. Additional time off will not 
be unreasonably denied. A Nurse may use paid time off for such purposes. 
3002 Immediate family is defined as spouse, domestic partner, parent, step 
parent, parent-in-law, step parent-in-law, in loco parentis, child, step 
child, legal ward, foster child, adopted child, daughter, step daughter, 
daughter in-law, step daughter in-law, son, step son, son in-law, step son 
in-law, sister, step sister, sister in-law, step sister in-law, brother, step 
brother, brother in-law, step brother in-law, grandparent, step-grandparent,"
"102  grandchildren, step grandchildren, and relatives living in the same","household. 
3003 If an employee is on paid time off and a death occurs in the immediate 
family, the employee may convert the paid time off to bereavement leave. 
3004 The Employer will not unreasonably deny the employee time off to 
attend or arrange for the funeral or memorial service of a person who is 
close to them. The employee may take time off without pay or, at the 
employee’s request, use earned or accrued paid time off for such purposes. 
3005 The parties agree that this benefit will be used responsibly. 
3006 Pay for bereavement leave shall be at the employee’s regular straight-time 
rate of pay, including applicable shift premium/differential. 
3100 ARTICLE XXXI – PAY FOR JURY DUTY 
3101 Nurses who are required to report for jury service will be paid the 
difference between their regular straight-time pay and jury pay received. 
3102 A Nurse excused in time to work at the facility as provided above shall 
not be required to work in the facility to the extent that the combination of 
service on jury duty and hours worked in the facility exceed a normal eight 
(8) hour day. Night shift Nurses shall be excused from work on the night 
immediately preceding or immediately following service on jury duty. 
3103 In the event that the combination of service on jury duty and hours worked 
in the facility exceed a normal forty (40) hour workweek, the Employer will 
use its best efforts to grant a Regular Nurse the weekend off if such Nurse 
is scheduled to work the weekend. 
3200 ARTICLE XXXII – INSURANCE BENEFITS AND DEPENDENT CARE 
REIMBURSEMENT PROGRAM"
A – Scope,"Hospital-Medical-Surgical-Drug Coverage 
3201 Through December 31, 2016, the Employer agrees to provide Kaiser 
Foundation Health Plan benefits currently described in the Evidence of 
Coverage identified as PID 10 EU 7 for Regular Nurses and their eligible 
dependents or to pay the premium required to the Alternate Medical 
Plan currently described as KP2RX. Effective January 1, 2017, the 
Employer agrees to provide the post-2016 PID 10 EU7 (hereinafter “The 
Post-2016 PID Plan”) or the Alternate Medical Plan currently described as"
"103 KP2RX to all Regular Nurses, and their eligible dependents. A detailed list","of deductibles, co-payments, and out-of-pocket maximum for The Post-
2016 PID Plan is in Appendix O. Such coverage shall become effective 
the first day of the month following assignment as a Regular Nurse. The 
Employer agrees to pay any additional premium payments required to 
maintain the Kaiser Foundation Health Plan benefits described above during 
the term of this Agreement. 
3202 Should the Employer desire to change the health plan benefits 
described in paragraph 3201 upon expiration of an applicable collective 
bargaining agreement, it shall provide the Union with notice of such changes 
 and an opportunity to bargain to agreement or impasse, as with any other 
mandatory subject of bargaining. 
Maintenance of Benefits 
3203 The  Employer  agrees  to  maintain  the  level  of  health  benefits  
described  in paragraph 3201 in place at the inception of the term of each 
collective bargaining agreement during the term of such agreement, 
absent mutual agreement of the parties to deviate from such benefit levels. 
It is understood by the parties that the term of the health plan contract 
between the insurer and the Employer may not be coextensive with the 
term of the collective bargaining agreement. Should the insurer seek to 
alter the benefits provided under the applicable Kaiser Foundation Health 
Plan benefit contract during the term of the collective bargaining agreement, 
the Employer shall pay an additional premium to the insurer to prevent 
such changes from impacting bargaining unit members (e.g., “buy up” 
the changes). Should this not be feasible due to constraints imposed by the 
insurer, the Employer shall provide notice and an opportunity to bargain 
over such changes to the Union. The Union and Employer shall bargain in 
good faith over such changes, and arrive at mutual agreement over 
maintenance of benefits or a mutually-acceptable alternative. Absence 
such mutual agreement, no change in the benefit shall be implemented. 
Dental Plan Coverage 
3204 The Dental Plan currently provided under Group #5454-9290 , covering all 
Regular Nurses and eligible dependents will be paid for by the Employer 
provided such Nurse has been continuously employed as a Regular 
Nurse for six (6) or more continuous months. Orthodontic benefits for 
eligible dependents will also be paid for by the Employer provided the 
Nurse has been continuously employed as a Regular Nurse for six (6) or 
more months."
B – Health Care Spending Account,"3205 Effective January 1, 2003, a Health Care Spending Account (HCSA) option"
104 will be provided to employees eligible for benefits. This account is a,"voluntary plan that allows the employee to set aside pre-tax dollars to 
pay for eligible health care expenses. The maximum HCSA annual 
contribution will be $2,500. HCSA may be used to pay for certain expenses 
for the employee and eligible family members as permitted under IRS code."
C – Family Coverage,3206 Eligible Dependents as referred to in
A – Scope above shall also,"include children/foster children (if formal/legal intent to adopt is filed) of the 
employee and the employee’s spouse/domestic partner to age twenty-six 
(26). 
Dental Plan 
3207 Employer provided coverage referred to in"
A – Scope above shall,"include the Nurse, the Nurse's spouse/domestic partner and eligible 
dependent children up to age twenty-six-(26). Orthodontic coverage applies 
only to eligible dependent children to age twenty six (26). 
Parent/Parent-in-Law Coverage 
3208 Parents and parents-in-law of Regular employees will be offered the 
opportunity to purchase Senior Advantage health plan coverage at their own 
expense provided they are enrolled in Parts A and B and D of Medicare and 
meet the eligibility rules of the Senior Advantage health plan. 
3209 The enrollment rules and plan design (benefits and co-pays) will match the 
Parent Plan provided to the Salaried employee group, and any change 
applicable to that group shall apply to individuals covered by this provision. 
The Employer shall not be required to bargain over such changes.  
However, the Employer shall provide the Association with forty-five (45) 
days’ notice of the nature and date of such changes."
D – Change in Hospital-Medical-Surgical Coverage,"3210 Nurses may make changes for the upcoming plan year, including adding 
or removing dependents, provided they submit a notice in writing or 
online to the Employer’s Human Resource Service Center during open 
enrollment."
E – Retired Nurses Senior Advantage Coverage,"3211 The Employer agrees to provide to those Regular Nurses covered by the 
Kaiser Foundation Health Plan currently described as Kaiser Permanente 
Senior Advantage (KPSA). The Alternative Medical Plan coverage currently 
described as KP2RX integrated with Medicare also will be offered. The"
105 medical benefits that retirees receive from the Senior Advantage program,"will be the same as those described as the KFHP Plan for active Nurses 
in Article XXXII,"
A except for the optical benefit modification,"described in 3217 for Nurses hired on or after January 1, 1988. These 
benefits will be provided for retiring Nurses who terminate before January 1, 
2017, and meet the following qualifications: 
Normal Retirement 
3212 Sixty-five (65) years of age with ten (10) or more years of Pension 
Service. For Nurses hired after July 1, 1985 the years of service 
eligibility requirement shall be fifteen (15) years. 
Postponed Retirement 
3213 Termination of employment after the sixty-fifth (65th) birthday of an 
employee who has had ten (10) years of Pension Service. 
Coverage is effective for Nurses who retire on or after January 
13, 1991 and meet eligibility requirements. For Nurses hired after 
July 1, 1985 the years of service eligibility requirement shall be 
fifteen (15) years. 
Disability Retirement 
3214 A Nurse who terminates employment due to disability after ten (10) 
years of Pension Service and who qualifies for Social Security 
Disability Income. For Nurses hired after July 1, 1985 the years 
of service eligibility requirement shall be fifteen (15) years. 
Early Retirement 
3215 A Nurse who terminates employment after age fifty-five (55) with ten 
(10) or more years of service as a Regular Nurse. For Nurses hired 
after July 1, 1985 the years of service eligibility requirement shall be 
fifteen (15) years. 
3216 Employees who meet the eligibility standards set forth above must be 
eligible for and participating in Parts A and B and D of Medicare. 
Dependents who are not yet Medicare-eligible must enroll in Kaiser 
Permanente’s Senior Advantage Plan as soon as they become eligible in 
order to maintain health plan coverage. 
3217 For Nurses hired on or after January 1, 1988 the retiree coverage 
described in Article XXXII,"
F – Retired Nurses Senior Advantage,Coverage shall not include optical coverage.
106 3218 Employees retiring under the Early or Disability provisions referenced,"above shall become eligible for the Kaiser Foundation Health Plan Senior 
Advantage coverage (or the dual choice option of Alternate Medical Plan 
currently described as KP2RX) upon becoming eligible for and participating 
in Parts A, B and D of Medicare. 
3219 Medicare-eligible employees who retire prior to May 25, 1998, along with 
their Medicare-eligible dependents, will be allowed to retain existing 
coverage presently described as Medicare Cost or may choose to enroll in 
the Senior Advantage Plan provided they meet eligibility requirements. 
Medicare-eligible retirees and dependents who retire on or after May 25, 
1998 will be required to enroll in the Senior Advantage Plan. The medical 
benefits that retirees receive from the Senior Advantage program will 
continue to be the same as those described in Article XXXII,"
A.,"However, as described in Paragraph 3217, this coverage will not include 
optical for Nurses hired on or after January 1, 1988. Retirees covered by 
Senior Advantage must receive all medical care at Kaiser Permanente 
facilities in order to receive benefits."
F – Cost for Post-Retirement Medical Coverage,"3220 Costs for post-retirement medical coverage shall be shared as follows for 
employees who terminate on or after May 25, 1998, and prior to April 1, 
2007 and who meet the eligibility requirements for retiree medical coverage. 
Such costs will be based on the January 1 retiree Senior Advantage 
group rate for each year.  
Employees who terminate on or after April 1, 2007 and before January 1, 
2017, shall not be subject to cost-sharing. 
Years ofService Employer Monthly 
PaymentsRetiree Monthly 
Payments
15 50% 50% 
16 55% 45% 
17 60% 40% 
18 65% 35% 
19 70% 30% 
20 75% 25% 
21 80% 20%
22 85% 15% 
23 90% 10% 
24 95% 5% 
25 100% 0%"
G – Out of Area/Out of Region,"3221 If individuals who terminate before January 1, 2017 covered under this 
plan move outside the Kaiser Permanente service area, and do not elect 
the Alternate Medical Plan currently described as KP2RX, Kaiser 
Permanente will offer its Medicare Out of Area Group Plan. However, 
such Medicare-eligible retirees and their dependents will be required to 
pay that amount of the Medicare Out of Area retiree group rate which is in 
excess of the Health Plan Senior Advantage retiree group rate in effect on 
January 1 of each year. 
3222 If individuals who terminate before January 1, 2017 move to another 
Kaiser Permanente Service Area, Kaiser Permanente will offer an Out of 
Region group plan. Such individuals must enroll in Senior Advantage. 
Dependents who are not yet Medicare eligible must enroll in Kaiser 
Permanente’s Senior Advantage Plan as soon as they become eligible in 
order to maintain health plan coverage. If the individual moves out of any 
Kaiser Permanente Service Area, an Out of Area plan currently described 
as KP3RX will be offered in addition to the Alternate Medical Plan."
H – Retiree Medical Option,"3223 Nurses who terminate on or after July 1, 2003 and meet the Early or 
Disability Retirement eligibility for retiree medical will, upon retirement, 
have an irrevocable election to receive the applicable retiree medical plan 
(with cost sharing) which begins upon Medicare enrollment (usually age 
65) or “GAP” coverage which will begin upon retirement and terminate 
upon reaching Medicare eligibility (usually 65). This will be a one-time 
election and will continue in force even if the retiree returns to work with 
this Union or in another employee category and subsequently retires again. 
3224 The cost-sharing for GAP coverage will be as noted on the Retiree 
Medical Premium Co-Pay Chart (Paragraph 3220). The premium charged 
for GAP coverage will be based on the group Retiree rates. 
3225 Except as otherwise described, all other provisions of the contract regarding 
retiree coverage will apply."
I – Retiree Medical Program for Active Nurses On or After January,"1, 2017 
3226 A “Post-2016 Retiree” means a Nurse who terminates employment on 
or after January 1, 2017, after meeting the eligibility requirements for 
retiree health plan coverage, under the qualifications listed above 
(paragraphs 3212 – 3219). The retiree medical coverage for a Post-2016 
Retiree and his/her spouse or domestic partner and eligible children will 
be equivalent to the KFHP Plan for active Nurses, currently described in"
"A, as the post-2016 PID 10 EU7 plan, effective","1/1/17, with a schedule of co- payments referenced in Appendix O, except 
this coverage will not include optical for Nurses hired on or after January 
1, 1988, or equivalent to the Alternate Medical Plan currently described 
as KP2RX. Any changes to the cost-sharing features of the KFHP Plan 
for active Nurses or to the Alternate Medical Plan will also be 
implemented for the Retiree and his/her spouse/domestic partner and 
eligible children. The Employer will provide retiree medical coverage for 
a spouse or domestic partner who is not yet Medicare eligible, and for 
eligible children. 
3227 In 2017, a Post-2016 Retiree will pay a base monthly premium contribution 
to the Employer of Ten Dollars ($10) for herself/himself and for his/her 
Medicare-eligible spouse or domestic partner, for Kaiser Permanente 
Senior Advantage group retiree medical coverage (“KPSA Group plan”), 
or for Alternate Medical Plan. The base monthly premium contribution 
amount will increase Five dollars ($5) every other year after 2017 (for 
example, $15 per month per participant in 2019). 
3228 Beginning January 1, 2017, the Employer will pay the monthly premiums for 
the KPSA Group plan or for the Alternate Medical Plan, less the Retiree’s 
base monthly premium contribution, for each Post-2016 Retiree and 
for his/her Medicare-eligible spouse or domestic partner, and continuing 
through 2026. 
3229 Beginning on January 1, 2027, the Employer will pay no more than a Fixed 
Monthly Amount for the KPSA Group plan or Alternate Medical Plan 
premiums for the post-2016 Retiree and for his/her Medicare-eligible spouse 
or domestic partner. In 2027, the Fixed Monthly Amount will be Four 
Hundred Twenty Dollars ($420) per month.  The Fixed Monthly Amount 
will increase each year by Five dollars ($5.00) after 2027 until it reaches 
Four Hundred Fifty dollars ($450.00) per month. The next annual increase 
in the Fixed Monthly Amount will be Ten dollars ($10), to Four Hundred 
Sixty dollars per month, at which point it will remain constant at Four 
Hundred Sixty dollars ($460) per month. 
3230 Beginning in 2027, the Post-2016 Retiree’s contribution to the retiree medical 
plan premium will be the greater of the base monthly premium contribution 
amount, as described in paragraph 3228, or the difference between the 
KPSA Group plan premiums in effect on January 1 of that year and 
the Fixed Monthly Amount of the Employer contribution for that year. The 
Post-2016 Retiree must pay the required contributions for premiums in 
order to maintain the retiree’s medical coverage and in order to maintain 
coverage for her or his Medicare-eligible spouse or domestic partner. 
3231 If individuals eligible for coverage under this plan live outside the Kaiser 
Permanente service area, and do not elect the Alternate medical Plan"
